rewrite,nom_ville,nbre_car
saint-paul-d-espis,Saint-Paul-d'Espis,18
saint-porquier,Saint-Porquier,14
saint-projet,Saint-Projet,12
saint-sardos,Saint-Sardos,12
saint-vincent-d-autejac,Saint-Vincent-d'Autéjac,23
saint-vincent-lespinasse,Saint-Vincent-Lespinasse,24
sainte-juliette,Sainte-Juliette,15
sauveterre,Sauveterre,10
savenes,Savenès,7
septfonds,Septfonds,9
serignac,Sérignac,8
sistels,Sistels,7
touffailles,Touffailles,11
trejouls,Tréjouls,8
vaissac,Vaïssac,7
valeilles,Valeilles,9
valence,Valence,7
varen,Varen,5
varennes,Varennes,8
vazerac,Vazerac,7
verdun-sur-garonne,Verdun-sur-Garonne,18
verfeil,Verfeil,7
verlhac-tescou,Verlhac-Tescou,14
vigueron,Vigueron,8
villebrumier,Villebrumier,12
villemade,Villemade,9
aiguines,Aiguines,8
ampus,Ampus,5
artignosc-sur-verdon,Artignosc-sur-Verdon,20
artigues,Artigues,8
aups,Aups,4
bagnols-en-foret,Bagnols-en-Forêt,16
bandol,Bandol,6
bargeme,Bargème,7
bargemon,Bargemon,8
barjols,Barjols,7
baudinard-sur-verdon,Baudinard-sur-Verdon,20
bauduen,Bauduen,7
belgentier,Belgentier,10
besse-sur-issole,Besse-sur-Issole,16
bormes-les-mimosas,Bormes-les-Mimosas,18
bras,Bras,4
brenon,Brenon,6
brignoles,Brignoles,9
brue-auriac,Brue-Auriac,11
cabasse,Cabasse,7
callas,Callas,6
callian,Callian,7
camps-la-source,Camps-la-Source,15
carces,Carcès,6
carnoules,Carnoules,9
carqueiranne,Carqueiranne,12
cavalaire-sur-mer,Cavalaire-sur-Mer,17
chateaudouble,Châteaudouble,13
chateauvert,Châteauvert,11
chateauvieux,Châteauvieux,12
claviers,Claviers,8
cogolin,Cogolin,7
collobrieres,Collobrières,12
comps-sur-artuby,Comps-sur-Artuby,16
correns,Correns,7
cotignac,Cotignac,8
cuers,Cuers,5
draguignan,Draguignan,10
entrecasteaux,Entrecasteaux,13
esparron,Esparron,8
evenos,Evenos,6
fayence,Fayence,7
figanieres,Figanières,10
flassans-sur-issole,Flassans-sur-Issole,19
flayosc,Flayosc,7
forcalqueiret,Forcalqueiret,13
fox-amphoux,Fox-Amphoux,11
frejus,Fréjus,6
gareoult,Garéoult,8
gassin,Gassin,6
ginasservis,Ginasservis,11
gonfaron,Gonfaron,8
grimaud,Grimaud,7
hyeres,Hyères,6
la-bastide,"La Bastide",10
la-cadiere-d-azur,"La Cadière-d'Azur",17
la-celle,"La Celle",8
la-crau,"La Crau",7
la-croix-valmer,"La Croix-Valmer",15
la-farlede,"La Farlède",10
la-garde,"La Garde",8
la-garde-freinet,"La Garde-Freinet",16
la-londe-les-maures,"La Londe-les-Maures",19
la-martre,"La Martre",9
la-mole,"La Môle",7
la-motte,"La Motte",8
la-roque-esclapon,"La Roque-Esclapon",17
la-roquebrussanne,"La Roquebrussanne",17
la-seyne-sur-mer,"La Seyne-sur-Mer",16
la-valette-du-var,"La Valette-du-Var",17
la-verdiere,"La Verdière",11
le-beausset,"Le Beausset",11
le-bourguet,"Le Bourguet",11
le-cannet-des-maures,"Le Cannet-des-Maures",20
le-castellet,"Le Castellet",12
le-lavandou,"Le Lavandou",11
le-luc,"Le Luc",6
le-muy,"Le Muy",6
le-pradet,"Le Pradet",9
le-revest-les-eaux,"Le Revest-les-Eaux",18
le-thoronet,"Le Thoronet",11
le-val,"Le Val",6
les-adrets-de-l-esterel,"Les Adrets-de-l'Estérel",23
les-arcs,"Les Arcs",8
les-mayons,"Les Mayons",10
les-salles-sur-verdon,"Les Salles-sur-Verdon",21
lorgues,Lorgues,7
mazaugues,Mazaugues,9
meounes-les-montrieux,Méounes-lès-Montrieux,21
moissac-bellevue,Moissac-Bellevue,16
mons,Mons,4
montauroux,Montauroux,10
montferrat,Montferrat,10
montfort-sur-argens,Montfort-sur-Argens,19
montmeyan,Montmeyan,9
nans-les-pins,Nans-les-Pins,13
neoules,Néoules,7
ollieres,Ollières,8
ollioules,Ollioules,9
pierrefeu-du-var,Pierrefeu-du-Var,16
pignans,Pignans,7
plan-d-aups-sainte-baume,Plan-d'Aups-Sainte-Baume,24
le-plan-de-la-tour,"Le Plan-de-la-Tour",18
ponteves,Pontevès,8
pourcieux,Pourcieux,9
pourrieres,Pourrières,10
puget-sur-argens,Puget-sur-Argens,16
puget-ville,Puget-Ville,11
ramatuelle,Ramatuelle,10
rayol-canadel-sur-mer,Rayol-Canadel-sur-Mer,21
regusse,Régusse,7
rians,Rians,5
riboux,Riboux,6
rocbaron,Rocbaron,8
roquebrune-sur-argens,Roquebrune-sur-Argens,21
rougiers,Rougiers,8
saint-antonin-du-var,Saint-Antonin-du-Var,20
saint-cyr-sur-mer,Saint-Cyr-sur-Mer,17
saint-julien,Saint-Julien,12
saint-mandrier-sur-mer,Saint-Mandrier-sur-Mer,22
saint-martin-de-pallieres,Saint-Martin-de-Pallières,25
saint-maximin-la-sainte-baume,Saint-Maximin-la-Sainte-Baume,29
saint-paul-en-foret,Saint-Paul-en-Forêt,19
saint-raphael,Saint-Raphaël,13
saint-tropez,Saint-Tropez,12
saint-zacharie,Saint-Zacharie,14
sainte-anastasie-sur-issole,Sainte-Anastasie-sur-Issole,27
sainte-maxime,Sainte-Maxime,13
salernes,Salernes,8
sanary-sur-mer,Sanary-sur-Mer,14
seillans,Seillans,8
seillons-source-d-argens,Seillons-Source-d'Argens,24
signes,Signes,6
sillans-la-cascade,Sillans-la-Cascade,18
six-fours-les-plages,Six-Fours-les-Plages,20
sollies-pont,Solliès-Pont,12
sollies-toucas,Solliès-Toucas,14
sollies-ville,Solliès-Ville,13
tanneron,Tanneron,8
taradeau,Taradeau,8
tavernes,Tavernes,8
toulon,Toulon,6
tourrettes,Tourrettes,10
tourtour,Tourtour,8
tourves,Tourves,7
trans-en-provence,Trans-en-Provence,17
trigance,Trigance,8
varages,Varages,7
verignon,Vérignon,8
vidauban,Vidauban,8
villecroze,Villecroze,10
vinon-sur-verdon,Vinon-sur-Verdon,16
vins-sur-caramy,Vins-sur-Caramy,15
althen-des-paluds,Althen-des-Paluds,17
ansouis,Ansouis,7
apt,Apt,3
aubignan,Aubignan,8
aurel,Aurel,5
auribeau,Auribeau,8
avignon,Avignon,7
beaumes-de-venise,Beaumes-de-Venise,17
beaumettes,Beaumettes,10
beaumont-de-pertuis,Beaumont-de-Pertuis,19
beaumont-du-ventoux,Beaumont-du-Ventoux,19
bedarrides,Bédarrides,10
bedoin,Bédoin,6
blauvac,Blauvac,7
bollene,Bollène,7
bonnieux,Bonnieux,8
brantes,Brantes,7
buisson,Buisson,7
buoux,Buoux,5
cabrieres-d-aigues,Cabrières-d'Aigues,18
cabrieres-d-avignon,Cabrières-d'Avignon,19
cadenet,Cadenet,7
caderousse,Caderousse,10
cairanne,Cairanne,8
camaret-sur-aigues,Camaret-sur-Aigues,18
caromb,Caromb,6
carpentras,Carpentras,10
caseneuve,Caseneuve,9
castellet,Castellet,9
caumont-sur-durance,Caumont-sur-Durance,19
cavaillon,Cavaillon,9
chateauneuf-de-gadagne,Châteauneuf-de-Gadagne,22
chateauneuf-du-pape,Châteauneuf-du-Pape,19
cheval-blanc,Cheval-Blanc,12
courthezon,Courthézon,10
crestet,Crestet,7
crillon-le-brave,Crillon-le-Brave,16
cucuron,Cucuron,7
entraigues-sur-la-sorgue,Entraigues-sur-la-Sorgue,24
entrechaux,Entrechaux,10
faucon,Faucon,6
flassan,Flassan,7
fontaine-de-vaucluse,Fontaine-de-Vaucluse,20
gargas,Gargas,6
gignac,Gignac,6
gigondas,Gigondas,8
gordes,Gordes,6
goult,Goult,5
grambois,Grambois,8
grillon,Grillon,7
jonquerettes,Jonquerettes,12
jonquieres,Jonquières,10
joucas,Joucas,6
l-isle-sur-la-sorgue,L'Isle-sur-la-Sorgue,20
la-bastide-des-jourdans,"La Bastide-des-Jourdans",23
la-bastidonne,"La Bastidonne",13
la-motte-d-aigues,"La Motte-d'Aigues",17
la-roque-alric,"La Roque-Alric",14
la-roque-sur-pernes,"La Roque-sur-Pernes",19
la-tour-d-aigues,"La Tour-d'Aigues",16
lacoste,Lacoste,7
lafare,Lafare,6
lagarde-d-apt,Lagarde-d'Apt,13
lagarde-pareol,Lagarde-Paréol,14
lagnes,Lagnes,6
lamotte-du-rhone,Lamotte-du-Rhône,16
lapalud,Lapalud,7
lauris,Lauris,6
le-barroux,"Le Barroux",10
le-beaucet,"Le Beaucet",10
le-pontet,"Le Pontet",9
le-thor,"Le Thor",7
lioux,Lioux,5
loriol-du-comtat,Loriol-du-Comtat,16
lourmarin,Lourmarin,9
malaucene,Malaucène,9
malemort-du-comtat,Malemort-du-Comtat,18
maubec,Maubec,6
mazan,Mazan,5
menerbes,Ménerbes,8
merindol,Mérindol,8
methamis,Méthamis,8
mirabeau,Mirabeau,8
modene,Modène,6
mondragon,Mondragon,9
monieux,Monieux,7
monteux,Monteux,7
morieres-les-avignon,Morières-lès-Avignon,20
mormoiron,Mormoiron,9
mornas,Mornas,6
murs,Murs,4
oppede,Oppède,6
orange,Orange,6
pernes-les-fontaines,Pernes-les-Fontaines,20
pertuis,Pertuis,7
peypin-d-aigues,Peypin-d'Aigues,15
piolenc,Piolenc,7
puget,Puget,5
puymeras,Puyméras,8
puyvert,Puyvert,7
rasteau,Rasteau,7
richerenches,Richerenches,12
roaix,Roaix,5
robion,Robion,6
roussillon,Roussillon,10
rustrel,Rustrel,7
sablet,Sablet,6
saignon,Saignon,7
saint-christol,Saint-Christol,14
saint-didier,Saint-Didier,12
saint-hippolyte-le-graveyron,Saint-Hippolyte-le-Graveyron,28
saint-leger-du-ventoux,Saint-Léger-du-Ventoux,22
saint-marcellin-les-vaison,Saint-Marcellin-lès-Vaison,26
saint-martin-de-castillon,Saint-Martin-de-Castillon,25
saint-martin-de-la-brasque,Saint-Martin-de-la-Brasque,26
saint-pantaleon,Saint-Pantaléon,15
saint-pierre-de-vassols,Saint-Pierre-de-Vassols,23
saint-romain-en-viennois,Saint-Romain-en-Viennois,24
saint-roman-de-malegarde,Saint-Roman-de-Malegarde,24
saint-saturnin-les-apt,Saint-Saturnin-lès-Apt,22
saint-saturnin-les-avignon,Saint-Saturnin-lès-Avignon,26
saint-trinit,Saint-Trinit,12
sainte-cecile-les-vignes,Sainte-Cécile-les-Vignes,24
sannes,Sannes,6
sarrians,Sarrians,8
sault,Sault,5
saumane-de-vaucluse,Saumane-de-Vaucluse,19
savoillan,Savoillan,9
seguret,Séguret,7
serignan-du-comtat,Sérignan-du-Comtat,18
sivergues,Sivergues,9
sorgues,Sorgues,7
suzette,Suzette,7
taillades,Taillades,9
travaillan,Travaillan,10
uchaux,Uchaux,6
vacqueyras,Vacqueyras,10
vaison-la-romaine,Vaison-la-Romaine,17
valreas,Valréas,7
vaugines,Vaugines,8
vedene,Vedène,6
velleron,Velleron,8
venasque,Venasque,8
viens,Viens,5
villars,Villars,7
villedieu,Villedieu,9
villelaure,Villelaure,10
villes-sur-auzon,Villes-sur-Auzon,16
violes,Violès,6
visan,Visan,5
vitrolles-en-luberon,Vitrolles-en-Luberon,20
aizenay,Aizenay,7
angles,Angles,6
antigny,Antigny,7
apremont,Apremont,8
aubigny,Aubigny,7
auzay,Auzay,5
avrille,Avrillé,7
barbatre,Barbâtre,8
bazoges-en-paillers,Bazoges-en-Paillers,19
bazoges-en-pareds,Bazoges-en-Pareds,17
beaufou,Beaufou,7
beaulieu-sous-la-roche,Beaulieu-sous-la-Roche,22
beaurepaire,Beaurepaire,11
beauvoir-sur-mer,Beauvoir-sur-Mer,16
belleville-sur-vie,Belleville-sur-Vie,18
benet,Benet,5
bessay,Bessay,6
bois-de-cene,Bois-de-Céné,12
bouffere,Boufféré,8
bouille-courdault,Bouillé-Courdault,17
bouin,Bouin,5
boulogne,Boulogne,8
bourneau,Bourneau,8
bournezeau,Bournezeau,10
brem-sur-mer,Brem-sur-Mer,12
bretignolles-sur-mer,Bretignolles-sur-Mer,20
breuil-barret,Breuil-Barret,13
cezais,Cezais,6
chaille-les-marais,Chaillé-les-Marais,18
chaille-sous-les-ormeaux,Chaillé-sous-les-Ormeaux,24
chaix,Chaix,5
challans,Challans,8
chambretaud,Chambretaud,11
champagne-les-marais,Champagné-les-Marais,20
chantonnay,Chantonnay,10
chasnais,Chasnais,8
chateau-d-olonne,Château-d'Olonne,16
chateau-guibert,Château-Guibert,15
chateauneuf,Châteauneuf,11
chauche,Chauché,7
chavagnes-en-paillers,Chavagnes-en-Paillers,21
chavagnes-les-redoux,Chavagnes-les-Redoux,20
cheffois,Cheffois,8
coex,Coëx,4
commequiers,Commequiers,11
corpe,Corpe,5
cugand,Cugand,6
curzon,Curzon,6
damvix,Damvix,6
doix,Doix,4
dompierre-sur-yon,Dompierre-sur-Yon,17
falleron,Falleron,8
faymoreau,Faymoreau,9
fontaines,Fontaines,9
fontenay-le-comte,Fontenay-le-Comte,17
fougere,Fougeré,7
foussais-payre,Foussais-Payré,14
froidfond,Froidfond,9
givrand,Givrand,7
grand-landes,Grand'Landes,12
grosbreuil,Grosbreuil,10
grues,Grues,5
jard-sur-mer,Jard-sur-Mer,12
l-aiguillon-sur-mer,L'Aiguillon-sur-Mer,19
l-aiguillon-sur-vie,L'Aiguillon-sur-Vie,19
l-epine,L'Epine,7
l-herbergement,L'Herbergement,14
l-hermenault,L'Hermenault,12
l-ile-d-elle,L'Ile-d'Elle,12
l-ile-d-olonne,L'Ile-d'Olonne,14
l-ile-d-yeu,L'Ile-d'Yeu,11
l-oie,L'Oie,5
l-orbrie,L'Orbrie,8
la-barre-de-monts,"La Barre-de-Monts",17
la-bernardiere,"La Bernardière",14
la-boissiere-de-montaigu,"La Boissière-de-Montaigu",24
la-boissiere-des-landes,"La Boissière-des-Landes",23
la-bretonniere-la-claye,"La Bretonnière-la-Claye",23
la-bruffiere,"La Bruffière",12
la-caillere-saint-hilaire,"La Caillère-Saint-Hilaire",25
la-chaize-giraud,"La Chaize-Giraud",16
la-chaize-le-vicomte,"La Chaize-le-Vicomte",20
la-chapelle-achard,"La Chapelle-Achard",18
la-chapelle-aux-lys,"La Chapelle-aux-Lys",19
la-chapelle-hermier,"La Chapelle-Hermier",19
la-chapelle-palluau,"La Chapelle-Palluau",19
la-chapelle-themer,"La Chapelle-Thémer",18
la-chataigneraie,"La Châtaigneraie",16
la-copechagniere,"La Copechagnière",16
la-couture,"La Couture",10
la-faute-sur-mer,"La Faute-sur-Mer",16
la-ferriere,"La Ferrière",11
la-flocelliere,"La Flocellière",14
la-garnache,"La Garnache",11
la-gaubretiere,"La Gaubretière",14
la-genetouze,"La Génétouze",12
la-gueriniere,"La Guérinière",13
la-guyonniere,"La Guyonnière",13
la-jaudonniere,"La Jaudonnière",14
la-jonchere,"La Jonchère",11
la-meilleraie-tillay,"La Meilleraie-Tillay",20
la-merlatiere,"La Merlatière",13
la-mothe-achard,"La Mothe-Achard",15
la-pommeraie-sur-sevre,"La Pommeraie-sur-Sèvre",22
la-rabateliere,"La Rabatelière",14
la-reorthe,"La Réorthe",10
la-roche-sur-yon,"La Roche-sur-Yon",16
la-taillee,"La Taillée",10
la-tardiere,"La Tardière",11
la-tranche-sur-mer,"La Tranche-sur-Mer",18
la-verrie,"La Verrie",9
lairoux,Lairoux,7
landeronde,Landeronde,10
landevieille,Landevieille,12
le-bernard,"Le Bernard",10
le-boupere,"Le Boupère",10
le-champ-saint-pere,"Le Champ-Saint-Père",19
le-fenouiller,"Le Fenouiller",13
le-girouard,"Le Girouard",11
le-givre,"Le Givre",8
le-gue-de-velluire,"Le Gué-de-Velluire",18
le-langon,"Le Langon",9
le-mazeau,"Le Mazeau",9
le-perrier,"Le Perrier",10
le-poire-sur-velluire,"Le Poiré-sur-Velluire",21
le-poire-sur-vie,"Le Poiré-sur-Vie",16
le-tablier,"Le Tablier",10
les-brouzils,"Les Brouzils",12
les-chatelliers-chateaumur,"Les Châtelliers-Châteaumur",26
les-clouzeaux,"Les Clouzeaux",13
les-epesses,"Les Epesses",11
les-essarts,"Les Essarts",11
les-herbiers,"Les Herbiers",12
les-landes-genusson,"Les Landes-Genusson",19
les-lucs-sur-boulogne,"Les Lucs-sur-Boulogne",21
les-magnils-reigniers,"Les Magnils-Reigniers",21
les-pineaux,"Les Pineaux",11
les-sables-d-olonne,"Les Sables-d'Olonne",19
liez,Liez,4
loge-fougereuse,Loge-Fougereuse,15
longeves,Longèves,8
longeville-sur-mer,Longeville-sur-Mer,18
lucon,Luçon,5
mache,Maché,5
maille,Maillé,6
maillezais,Maillezais,10
mallievre,Mallièvre,9
mareuil-sur-lay-dissais,Mareuil-sur-Lay-Dissais,23
marillet,Marillet,8
marsais-sainte-radegonde,Marsais-Sainte-Radégonde,24
martinet,Martinet,8
menomblet,Menomblet,9
mervent,Mervent,7
mesnard-la-barotiere,Mesnard-la-Barotière,20
monsireigne,Monsireigne,11
montaigu,Montaigu,8
montournais,Montournais,11
montreuil,Montreuil,9
moreilles,Moreilles,9
mormaison,Mormaison,9
mortagne-sur-sevre,Mortagne-sur-Sèvre,18
mouchamps,Mouchamps,9
mouilleron-en-pareds,Mouilleron-en-Pareds,20
mouilleron-le-captif,Mouilleron-le-Captif,20
moutiers-les-mauxfaits,Moutiers-les-Mauxfaits,22
moutiers-sur-le-lay,Moutiers-sur-le-Lay,19
mouzeuil-saint-martin,Mouzeuil-Saint-Martin,21
nalliers,Nalliers,8
nesmy,Nesmy,5
nieul-le-dolent,Nieul-le-Dolent,15
nieul-sur-l-autise,Nieul-sur-l'Autise,18
noirmoutier-en-l-ile,Noirmoutier-en-l'Ile,20
notre-dame-de-monts,Notre-Dame-de-Monts,19
notre-dame-de-riez,Notre-Dame-de-Riez,18
olonne-sur-mer,Olonne-sur-Mer,14
oulmes,Oulmes,6
palluau,Palluau,7
peault,Péault,6
petosse,Petosse,7
pissotte,Pissotte,8
poiroux,Poiroux,7
pouille,Pouillé,7
pouzauges,Pouzauges,9
puy-de-serre,Puy-de-Serre,12
puyravault,Puyravault,10
reaumur,Réaumur,7
rocheserviere,Rocheservière,13
rochetrejoux,Rochetrejoux,12
rosnay,Rosnay,6
saint-andre-goule-d-oie,Saint-André-Goule-d'Oie,23
saint-andre-treize-voies,Saint-André-Treize-Voies,24
saint-aubin-des-ormeaux,Saint-Aubin-des-Ormeaux,23
saint-aubin-la-plaine,Saint-Aubin-la-Plaine,21
saint-avaugourd-des-landes,Saint-Avaugourd-des-Landes,26
saint-benoist-sur-mer,Saint-Benoist-sur-Mer,21
saint-christophe-du-ligneron,Saint-Christophe-du-Ligneron,28
saint-cyr-des-gats,Saint-Cyr-des-Gâts,18
saint-cyr-en-talmondais,Saint-Cyr-en-Talmondais,23
saint-denis-du-payre,Saint-Denis-du-Payré,20
saint-denis-la-chevasse,Saint-Denis-la-Chevasse,23
saint-etienne-de-brillouet,Saint-Etienne-de-Brillouet,26
saint-etienne-du-bois,Saint-Etienne-du-Bois,21
saint-florent-des-bois,Saint-Florent-des-Bois,22
saint-fulgent,Saint-Fulgent,13
saint-georges-de-montaigu,Saint-Georges-de-Montaigu,25
saint-georges-de-pointindoux,Saint-Georges-de-Pointindoux,28
saint-germain-de-princay,Saint-Germain-de-Prinçay,24
saint-germain-l-aiguiller,Saint-Germain-l'Aiguiller,25
saint-gervais,Saint-Gervais,13
saint-gilles-croix-de-vie,Saint-Gilles-Croix-de-Vie,25
saint-hilaire-de-loulay,Saint-Hilaire-de-Loulay,23
saint-hilaire-de-riez,Saint-Hilaire-de-Riez,21
saint-hilaire-de-voust,Saint-Hilaire-de-Voust,22
saint-hilaire-des-loges,Saint-Hilaire-des-Loges,23
saint-hilaire-la-foret,Saint-Hilaire-la-Forêt,22
saint-hilaire-le-vouhis,Saint-Hilaire-le-Vouhis,23
saint-jean-de-beugne,Saint-Jean-de-Beugné,20
saint-jean-de-monts,Saint-Jean-de-Monts,19
saint-juire-champgillon,Saint-Juire-Champgillon,23
saint-julien-des-landes,Saint-Julien-des-Landes,23
saint-laurent-de-la-salle,Saint-Laurent-de-la-Salle,25
saint-laurent-sur-sevre,Saint-Laurent-sur-Sèvre,23
saint-maixent-sur-vie,Saint-Maixent-sur-Vie,21
saint-malo-du-bois,Saint-Malô-du-Bois,18
saint-mars-la-reorthe,Saint-Mars-la-Réorthe,21
saint-martin-de-fraigneau,Saint-Martin-de-Fraigneau,25
saint-martin-des-fontaines,Saint-Martin-des-Fontaines,26
saint-martin-des-noyers,Saint-Martin-des-Noyers,23
saint-martin-des-tilleuls,Saint-Martin-des-Tilleuls,25
saint-martin-lars-en-sainte-hermine,Saint-Martin-Lars-en-Sainte-Hermine,35
saint-mathurin,Saint-Mathurin,14
saint-maurice-des-noues,Saint-Maurice-des-Noues,23
saint-maurice-le-girard,Saint-Maurice-le-Girard,23
saint-mesmin,Saint-Mesmin,12
saint-michel-en-l-herm,Saint-Michel-en-l'Herm,22
saint-michel-le-cloucq,Saint-Michel-le-Cloucq,22
saint-michel-mont-mercure,Saint-Michel-Mont-Mercure,25
saint-paul-en-pareds,Saint-Paul-en-Pareds,20
saint-paul-mont-penit,Saint-Paul-Mont-Penit,21
saint-philbert-de-bouaine,Saint-Philbert-de-Bouaine,25
saint-pierre-du-chemin,Saint-Pierre-du-Chemin,22
saint-pierre-le-vieux,Saint-Pierre-le-Vieux,21
saint-prouant,Saint-Prouant,13
saint-reverend,Saint-Révérend,14
saint-sigismond,Saint-Sigismond,15
saint-sulpice-en-pareds,Saint-Sulpice-en-Pareds,23
saint-sulpice-le-verdon,Saint-Sulpice-le-Verdon,23
saint-urbain,Saint-Urbain,12
saint-valerien,Saint-Valérien,14
saint-vincent-sterlanges,Saint-Vincent-Sterlanges,24
saint-vincent-sur-graon,Saint-Vincent-sur-Graon,23
saint-vincent-sur-jard,Saint-Vincent-sur-Jard,22
sainte-cecile,Sainte-Cécile,13
sainte-flaive-des-loups,Sainte-Flaive-des-Loups,23
sainte-florence,Sainte-Florence,15
sainte-foy,Sainte-Foy,10
sainte-gemme-la-plaine,Sainte-Gemme-la-Plaine,22
sainte-hermine,Sainte-Hermine,14
sainte-pexine,Sainte-Pexine,13
sainte-radegonde-des-noyers,Sainte-Radégonde-des-Noyers,27
saligny,Saligny,7
sallertaine,Sallertaine,11
serigne,Sérigné,7
sigournais,Sigournais,10
soullans,Soullans,8
tallud-sainte-gemme,Tallud-Sainte-Gemme,19
talmont-saint-hilaire,Talmont-Saint-Hilaire,21
thire,Thiré,5
thorigny,Thorigny,8
thouarsais-bouildroux,Thouarsais-Bouildroux,21
tiffauges,Tiffauges,9
treize-septiers,Treize-Septiers,15
treize-vents,Treize-Vents,12
triaize,Triaize,7
vaire,Vairé,5
velluire,Velluire,8
venansault,Venansault,10
vendrennes,Vendrennes,10
vix,Vix,3
vouille-les-marais,Vouillé-les-Marais,18
vouvant,Vouvant,7
xanton-chassenon,Xanton-Chassenon,16
adriers,Adriers,7
amberre,Amberre,7
anche,Anché,5
angles-sur-l-anglin,Angles-sur-l'Anglin,19
angliers,Angliers,8
antigny,Antigny,7
antran,Antran,6
arcay,Arçay,5
archigny,Archigny,8
aslonnes,Aslonnes,8
asnieres-sur-blour,Asnières-sur-Blour,18
asnois,Asnois,6
aulnay,Aulnay,6
availles-en-chatellerault,Availles-en-Châtellerault,25
availles-limouzine,Availles-Limouzine,18
avanton,Avanton,7
ayron,Ayron,5
basses,Basses,6
beaumont,Beaumont,8
bellefonds,Bellefonds,10
benassay,Benassay,8
berrie,Berrie,6
berthegon,Berthegon,9
beruges,Béruges,7
bethines,Béthines,8
beuxes,Beuxes,6
biard,Biard,5
bignoux,Bignoux,7
blanzay,Blanzay,7
blaslay,Blaslay,7
bonnes,Bonnes,6
bonneuil-matours,Bonneuil-Matours,16
bouresse,Bouresse,8
bourg-archambault,Bourg-Archambault,17
bournand,Bournand,8
brigueil-le-chantre,Brigueil-le-Chantre,19
brion,Brion,5
brux,Brux,4
buxerolles,Buxerolles,10
buxeuil,Buxeuil,7
ceaux-en-couhe,Ceaux-en-Couhé,14
ceaux-en-loudun,Ceaux-en-Loudun,15
celle-levescault,Celle-Lévescault,16
cenon-sur-vienne,Cenon-sur-Vienne,16
cernay,Cernay,6
chabournay,Chabournay,10
chalais,Chalais,7
chalandray,Chalandray,10
champagne-le-sec,Champagné-le-Sec,16
champagne-saint-hilaire,Champagné-Saint-Hilaire,23
champigny-le-sec,Champigny-le-Sec,16
champniers,Champniers,10
charrais,Charrais,8
charroux,Charroux,8
chasseneuil-du-poitou,Chasseneuil-du-Poitou,21
chatain,Chatain,7
chateau-garnier,Château-Garnier,15
chateau-larcher,Château-Larcher,15
chatellerault,Châtellerault,13
chatillon,Châtillon,9
chaunay,Chaunay,7
chauvigny,Chauvigny,9
cheneche,Cheneché,8
chenevelles,Chenevelles,11
cherves,Cherves,7
chire-en-montreuil,Chiré-en-Montreuil,18
chouppes,Chouppes,8
cisse,Cissé,5
civaux,Civaux,6
civray,Civray,6
cloue,Cloué,5
colombiers,Colombiers,10
couhe,Couhé,5
coulombiers,Coulombiers,11
coulonges,Coulonges,9
coussay,Coussay,7
coussay-les-bois,Coussay-les-Bois,16
craon,Craon,5
croutelle,Croutelle,9
cuhon,Cuhon,5
curcay-sur-dive,Curçay-sur-Dive,15
curzay-sur-vonne,Curzay-sur-Vonne,16
dange-saint-romain,Dangé-Saint-Romain,18
derce,Dercé,5
dienne,Dienné,6
dissay,Dissay,6
doussay,Doussay,7
fleix,Fleix,5
fleure,Fleuré,6
fontaine-le-comte,Fontaine-le-Comte,17
frozes,Frozes,6
gencay,Gençay,6
genouille,Genouillé,9
gizay,Gizay,5
glenouze,Glénouze,8
gouex,Gouex,5
guesnes,Guesnes,7
haims,Haims,5
ingrandes,Ingrandes,9
iteuil,Iteuil,6
jardres,Jardres,7
jaunay-clan,Jaunay-Clan,11
jazeneuil,Jazeneuil,9
jouhet,Jouhet,6
journet,Journet,7
jousse,Joussé,6
l-isle-jourdain,L'Isle-Jourdain,15
la-bussiere,"La Bussière",11
la-chapelle-baton,"La Chapelle-Bâton",17
la-chapelle-montreuil,"La Chapelle-Montreuil",21
la-chapelle-mouliere,"La Chapelle-Moulière",20
chapelle-viviers,Chapelle-Viviers,16
la-chaussee,"La Chaussée",11
la-ferriere-airoux,"La Ferrière-Airoux",18
la-grimaudiere,"La Grimaudière",14
la-puye,"La Puye",7
la-roche-posay,"La Roche-Posay",14
la-roche-rigault,"La Roche-Rigault",16
la-trimouille,"La Trimouille",13
la-villedieu-du-clain,"La Villedieu-du-Clain",21
lathus-saint-remy,Lathus-Saint-Rémy,17
latille,Latillé,7
lauthiers,Lauthiers,9
lavausseau,Lavausseau,10
lavoux,Lavoux,6
le-rochereau,"Le Rochereau",12
le-vigeant,"Le Vigeant",10
leigne-les-bois,Leigné-les-Bois,15
leigne-sur-usseau,Leigné-sur-Usseau,17
leignes-sur-fontaine,Leignes-sur-Fontaine,20
lencloitre,Lencloître,10
les-ormes,"Les Ormes",9
les-trois-moutiers,"Les Trois-Moutiers",18
lesigny,Lésigny,7
leugny,Leugny,6
lhommaize,Lhommaizé,9
liglet,Liglet,6
liguge,Ligugé,6
linazay,Linazay,7
liniers,Liniers,7
lizant,Lizant,6
loudun,Loudun,6
luchapt,Luchapt,7
lusignan,Lusignan,8
lussac-les-chateaux,Lussac-les-Châteaux,19
magne,Magné,5
maille,Maillé,6
maire,Mairé,5
maisonneuve,Maisonneuve,11
marcay,Marçay,6
marigny-brizay,Marigny-Brizay,14
marigny-chemereau,Marigny-Chemereau,17
marnay,Marnay,6
martaize,Martaizé,8
massognes,Massognes,9
maulay,Maulay,6
mauprevoir,Mauprévoir,10
