rewrite,gentile_h_ville,nbre_car
chenaillot,Chenaillot,10
choyen,Choyen,6
couchicot,Couchicot,9
citersien,Citersien,9
citeyen,Citeyen,7
clairegouttoi,Clairegouttoi,13
clanai,Clanai,6
cognieroi,Cognièroi,9
colomboi,Colomboi,8
colombier,Colombier,9
colombottain,Colombottain,12
comberjonnai,Comberjonnai,12
conflanai,Conflanai,9
confracourtoi,Confracourtoi,13
corbinusien,Corbinusien,11
cornotai,Cornotai,8
correvrot,Corrévrot,9
correen,Corréen,7
coulevonai,Coulevonai,10
courchatonnai,Courchatonnai,13
couthenanai,Couthenanai,11
cromarien,Cromarien,9
cupreen,Cupréen,7
cultoi,Cultoi,6
cuvoi,Cuvoi,5
dambeneux,Dambeneux,9
dampierroi,Dampierroi,10
dampierroi,Dampierroi,10
dampierroi,Dampierroi,10
delinoi,Delinoi,7
demangevelloi,Demangevelloi,13
echavannai,Echavannai,10
echenanai,Echenanai,9
melinoi,Mélinoi,7
ecromagnon,Ecromagnon,10
errevetoi,Errevetoi,9
mourerot,Mourérot,8
esmoulinoi,Esmoulinoi,10
etrellien,Etrellien,9
etuzien,Etuzien,7
fallonai,Fallonai,8
falconien,Falconien,9
faverneen,Favernéen,9
faymontai,Faymontai,9
fedrizien,Fédrizien,9
ferrieroi,Ferrièroi,9
filanoi,Filanoi,7
flagyloi,Flagyloi,8
fleureen,Fleuréen,8
fleuricourtoi,Fleuricourtoi,13
romanifontain,Romanifontain,13
fontenoisien,Fontenoisien,12
fouchecourtoi,Fouchecourtoi,13
fougerollai,Fougerollai,11
frahioulot,Frahioulot,10
framontoi,Framontoi,9
franchevolles,Franchevollés,13
francourtoi,Francourtoi,11
frasnoi,Frasnoi,7
fresnoi,Fresnoi,7
fressai,Fressai,7
fretin,Fretin,6
froideconchoi,Froideconchoi,13
froideterrien,Froideterrien,13
froteen,Frotéen,7
genevrulles,Génevrulles,11
georfanai,Georfanai,9
biquets,Biquets,7
gourgeonnai,Gourgeonnai,11
grammontai,Grammontai,10
grandecourtoi,Grandecourtoi,13
grandvelloi,Grandvelloi,11
grateryloi,Grateryloi,10
grayloi,Grayloi,7
gray-la-villoi,Gray-la-Villoi,14
gyloi,Gyloi,5
haut-du-themois-chaitelot,Haut-du-Themois-Chaitelot,25
hericourtoi,Héricourtoi,11
ignysoi,Ignysoi,7
jasneen,Jasnéen,7
jonvelloi,Jonvelloi,9
jusseen,Jusséen,7
barrien,Barrien,7
breuillores,Breuillorés,11
cotai,Cotai,5
creusai,Creusai,7
delinoi,Delinoi,7
lanternier,Lanternier,10
longinoi,Longinoi,8
malacherien,Malachérien,11
neuvelloi,Neuvelloi,9
quartai,Quartai,7
resilles,Résillés,8
rochelloi,Rochelloi,9
roserain,Roserain,8
vaivrai,Vaivrai,7
vanottes,Vanottés,8
villedieusien,Villedieusien,13
voivrai,Voivrai,7
larianai,Larianai,8
lavinoi,Lavinoi,7
lavoncourtoi,Lavoncourtoi,12
valloi,Valloi,6
valoi,Valoi,5
batissien,Bâtissien,9
lieucourtoi,Lieucourtoi,11
lievanai,Lievanai,8
lomontoi,Lomontoi,8
loulannai,Loulannai,9
luron,Luron,5
luxovien,Luxovien,8
luzoi,Luzoi,5
cortesien,Cortésien,9
vernoisien,Vernoisien,10
maizieroi,Maizièroi,9
malantai,Malantai,8
camboillot,Camboillot,10
mandrevlai,Mandrevlai,10
mantochoi,Mantochoi,9
marnaysien,Marnaysien,10
melecoi,Méleçoi,7
melincourtoi,Melincourtoi,12
morgelot,Morgelot,8
manaorien,Manaorien,9
merceen,Mercéen,7
miellinoi,Miellinoi,9
mignavilleroi,Mignavilleroi,13
moffanoi,Moffanoi,8
mollanai,Mollanai,8
montoi,Montoi,6
montboillonai,Montboillonai,13
montbonzonai,Montbonzonai,12
montceen,Montcéen,8
montessores,Montessorés,11
montignoi,Montignoi,9
montjustinoi,Montjustinoi,12
nantillai,Nantillai,9
neurein,Neuréin,7
neuvelloi,Neuvelloi,9
noidannai,Noidannai,9
noidanai,Noidanai,8
noironnai,Noironnai,9
noreen,Noréen,6
oiselaytes,Oiselaytés,10
onnayes,Onnayés,7
oppenai,Oppenai,7
ormenanai,Ormenanai,9
ormoisien,Ormoisien,9
ougeat,Ougeat,6
ovanchoi,Ovanchoi,8
orien,Orien,5
palantin,Palantin,8
passavantai,Passavantai,11
echenien,Echenien,8
perrousien,Perrousien,10
pesmoi,Pesmoi,6
pierrecourtoi,Pierrecourtoi,13
pineys,Pineys,6
plancherot,Plancherot,10
mainou,Mainou,6
polaincourtoi,Polaincourtoi,13
pomisien,Pomisien,8
pontoi,Pontoi,6
pontceen,Pontcéen,8
portusien,Portusien,9
poyannai,Poyannai,8
preignolot,Preignolot,10
pervenchoi,Pervenchoi,10
bocquillon,Bocquillon,10
puseen,Puséen,6
quenochoi,Quenochoi,9
quercoi,Querçoi,7
quinceen,Quincéen,8
raddonnai,Raddonnai,9
raincourtoi,Raincourtoi,11
ranzevelloi,Ranzevelloi,11
rayloi,Rayloi,6
razoi,Razoi,5
marouillers,Marouillers,11
rignovelloi,Rignovelloi,11
rignolai,Rignolai,8
riolai,Riolai,6
rochoi,Rochoi,6
ronchampoi,Ronchampoi,10
bequeron,Bèqueron,8
royoulot,Royoulot,8
ruhannai,Ruhannai,8
ruptien,Ruptien,7
saint-chormelot,Saint-Chormelot,15
coboyot,Coboyot,7
ferrucien,Ferrucien,9
germinoi,Germinoi,8
lupeen,Lupéen,6
lupeen,Lupéen,6
saint-marcelloi,Saint-Marcelloi,15
saint-remoi,Saint-Rémoi,11
salvatorien,Salvatorien,11
chanoisien,Chanoisien,10
sauvignoi,Sauvignoi,9
saingobordien,Saingobordien,13
sceycolai,Sceycolai,9
scieurs,Scieurs,7
secenanai,Sécenanai,9
semmadonnai,Semmadonnai,11
senargentai,Senargentai,11
senoncourtoi,Senoncourtoi,12
serancoi,Serançoi,8
segobodien,Ségobodien,10
soignot,Soignot,7
sornaysien,Sornaysien,10
tavesien,Tavésien,8
tugnerot,Tugnerot,8
theulerot,Theulerot,9
thieffranoi,Thiéffranoi,11
thienanai,Thienanai,9
tinceen,Tincéen,7
travesien,Travésien,9
vandesien,Vandésien,9
vaivroi,Vaivroi,7
valesien,Valésien,8
lorivalien,Lorivalien,10
varognot,Varognot,8
varsoi,Varsoi,6
vauconcourtoi,Vauconcourtoi,13
vauvilleroi,Vauvilleroi,11
velesmoi,Velesmoi,8
velettoi,Velettoi,8
villacastellan,Villacastellan,14
villacaprin,Villacaprin,11
velleclairien,Velleclairien,13
velfalien,Velfalien,9
vellefreyen,Vellefreyen,11
vellemozien,Vellemozien,11
vellexonnai,Vellexonnai,11
veniseen,Veniséen,8
vesulien,Vésulien,8
villafanai,Villafanai,10
villargents,Villargents,11
villefranconnai,Villefranconnai,15
villers-boutonnoi,Villers-Boutonnoi,17
villersexelloi,Villersexelloi,14
vitreen,Vitréen,7
voraysien,Voraysien,9
vouhenanai,Vouhenanai,10
vregilloi,Vregilloi,9
vy-les-luron,Vy-les-Luron,12
vianai,Vianai,6
allerien,Allerien,8
alleriotoi,Allériotoi,10
aluzien,Aluzien,7
yaudes,Yaudes,6
ameugnaquoi,Ameugnaquoi,11
angluron,Angluron,8
anostien,Anostien,8
pilavoines,Pilavoines,10
anzynoi,Anzynoi,7
artaisien,Artaisien,9
authumoi,Authumoi,8
autunoi,Autunoi,7
alcien,Alcien,6
azeen,Azéen,5
ballorien,Ballorien,9
bantangeoi,Bantangeoi,10
barizeen,Barizéen,8
barnaysien,Barnaysien,10
baronnai,Baronnai,8
baudemontoi,Baudemontoi,11
baudrieroi,Baudriéroi,10
belgeacien,Belgéacien,10
beauberychon,Beauberychon,12
biaumonai,Biaumonai,9
beaurepairien,Beaurepairien,13
belvernoisien,Belvernoisien,13
balusai,Balusai,7
bergesserinoi,Bergesserinoi,13
berzelavillien,Berzélavillien,14
berzecastelloi,Berzécastelloi,14
beydouin,Beydouin,8
bisseen,Bisséen,7
bissillon,Bissillon,9
bisselloi,Bisselloi,9
bissynoi,Bissynoi,8
blanotai,Blanotai,8
blanzynoi,Blanzynoi,9
boscomarien,Boscomarien,11
bonnayen,Bonnayen,8
boscojeannai,Boscojeannai,12
bouhannai,Bouhannai,9
bourbonnien,Bourbonnien,11
bourg-le-comtoi,Bourg-le-Comtoi,15
brevelandiaux-ou-burgovillanoi,"Brevelandiaux ou Burgovillanoi",30
bouzeronnai,Bouzeronnai,11
boetrat,Boëtrat,7
bragnotin,Bragnotin,9
brandonnai,Brandonnai,10
brangeoi,Brangeoi,8
brayloi,Brayloi,7
bressoi,Bressoi,7
brenaud,Brenaud,7
brionnai,Brionnai,8
broyants,Broyants,8
bruailloi,Bruailloi,9
b-firon,B'firon,7
burgeron,Burgeron,8
beurnanciaux,Beurnanciaux,12
burzinoi,Burzinoi,8
bussiron,Bussiron,8
buxynoi,Buxynoi,7
ceronnai,Céronnai,8
cersotin,Cersotin,8
chagnotin,Chagnotin,9
chaintreen,Chaintréen,10
chalmouxoi,Chalmouxoi,10
chalonnai,Chalonnai,9
chambilloi,Chambilloi,10
chamilliacoi,Chamilliacoi,12
campagnai,Campagnai,9
champagnard,Champagnard,11
champforgeuillai,Champforgeuillai,16
chanoi,Chânoi,6
changeoi,Changeoi,8
changysoi,Changysoi,9
chapaizien,Chapaizien,10
charbonnatoi,Charbonnatoi,12
leunai,Leunai,6
charneuron,Charneuron,10
charettoi,Charettoi,9
carmedusien,Carmédusien,11
charnaysoi,Charnaysoi,10
charnaysien,Charnaysien,11
charollai,Charollai,9
charcycoi,Charcycoi,9
chasselouti,Chasselouti,11
chasseen,Chasséen,8
chassignon,Chassignon,10
chassyssoi,Chassyssoi,10
chatelain,Chatelain,9
castelmoronai,Castelmoronai,13
chatenoyen,Châtenoyen,10
chatenoyen,Chatenoyen,10
chaudenaysien,Chaudenaysien,13
chauffaillon,Chauffaillon,12
cheillai,Cheillai,8
chenayot,Chenayot,8
chenovoi,Chenôvoi,8
cherzotin,Cherzotin,9
chevagnotin,Chevagnotin,11
chevagnai,Chevagnai,9
chiddoi,Chiddoi,7
chisseen,Chisséen,8
chissayon,Chissayon,9
cieloi,Ciéloi,6
cirysien,Cirysien,8
clerminoi,Clerminoi,9
clesseen,Clesséen,8
clessyssoi,Clessyssoi,10
clunysoi,Clunysoi,8
collongeoi,Collongeoi,10
collongeoi,Collongeoi,10
colombigeoi,Colombigeoi,11
condaloi,Condaloi,8
cordessien,Cordessien,10
cormatinoi,Cormatinoi,10
cortambergeoi,Cortambergeoi,13
cortevaisien,Cortevaisien,12
coublandi,Coublandi,9
couchoi,Couchoi,7
crechoi,Crêchoi,7
creotien,Créotien,8
cressycoi,Cressyçoi,9
crissotin,Crissotin,9
cronatien,Cronatien,9
cruzilloi,Cruzilloi,9
cuisellien,Cuisellien,10
cuiserotain,Cuiserotain,11
culloi,Culloi,6
curbignoi,Curbignoi,9
curdinoi,Curdinoi,8
curgeen,Curgéen,7
curtisien,Curtisien,9
curtiloi,Curtiloi,8
cussyssoi,Cussyssoi,9
cuzyquoi,Cuzyquoi,8
dameroi,Dameroi,7
dampierri,Dampierri,9
davayouti,Davayouti,9
demignoi,Demignoi,8
dennevien,Dennevien,9
detteyen,Detteyen,8
devrouzien,Devrouzien,10
dezizoi,Dezizoi,7
diconnoi,Diconnoi,8
digoinai,Digoinai,8
dommartinoi,Dommartinoi,11
dompierroi,Dompierroi,10
donzyron,Donzyron,8
dracysien,Dracysien,9
draceen,Dracéen,7
dyotoi,Dyotoi,6
ecuelles,Ecuellés,8
ecuissoi,Ecuissoi,8
epertullai,Epertullai,10
epervanai,Epervanai,9
epinacoi,Epinacoi,8
essertennoi,Essertennoi,11
etangeoi,Etangeoi,8
etrignoi,Etrignoi,8
fargeoi,Fargeoi,7
fargeat,Fargeat,7
flaceen,Flacéen,7
flagicien,Flagicien,9
fleurvilloi,Fleurvilloi,11
fleurandin,Fleurandin,10
fletoi,Flétoi,6
fontenoi,Fontenoi,8
fontenaisien,Fontenaisien,12
fragnoi,Fragnoi,7
frangypan,Frangypan,9
fretteranai,Fretteranai,11
frontenaisien,Frontenaisien,13
frontenalien,Frontenalien,12
fuisseen,Fuisséen,8
genelardai,Génelardai,10
genolien,Génolien,8
gergotin,Gergotin,8
germollin,Germollin,9
giblotin,Giblotin,8
gignerat,Gignerat,8
gillyssoi,Gillyssoi,9
givrotin,Givrotin,8
gourdonnai,Gourdonnai,10
grandvalloi,Grandvalloi,11
grangeai,Grangeai,8
grevillon,Grevillon,9
grurissoi,Grurissoi,9
gueugnonnai,Gueugnonnai,11
huillytai,Huillytai,9
gueulati,Gueulati,8
igeen,Igéen,5
iguerandai,Iguerandai,10
issyquoi,Issyquoi,8
gemuloi,Gemuloi,7
joncynoi,Joncynoi,8
joudoi,Joudoi,6
jouvenconnai,Jouvençonnai,12
jugerat,Jugerat,7
abergementai,Abergementai,12
bargementai,Bargementai,11
hospitoi,Hospitoi,8
boulayain,Boulayain,9
celloi,Celloi,6
capellimansoi,Capellimansoi,13
chapelloi,Chapelloi,9
capelin,Capelin,7
chapellat,Chapellat,9
chapalai,Chapalai,8
charmillat,Charmillat,10
chaulai,Chaulai,7
clayettoi,Clayettoi,9
comelloi,Comelloi,8
frettard,Frettard,8
genetods,Genêtods,8
potenai,Potenai,7
guichoi,Guichoi,7
loyeroi,Loyeroi,7
motoi,Motoi,5
racenousai,Racenousai,10
saint-sorlinoi,Saint-Sorlinoi,14
villeneuvoi,Villeneuvoi,11
crotai,Crotai,6
laivoi,Laivoi,6
laizeen,Laizéen,7
leurat,Leurat,6
lanniaux,Lanniaux,8
brogelien,Brogélien,9
creusotin,Creusotin,9
planoisien,Planoisien,10
tartreen,Tartréen,8
bizotin,Bizotin,7
bordai,Bordai,6
guerreausien,Guerreausien,12
lesmoi,Lesmoi,6
lessardien,Lessardien,10
essartoi,Essartoi,8
leynoi,Leynoi,6
lignerot,Lignerot,8
loisytai,Loisytai,8
louhannai,Louhannai,9
lournandiaux,Lournandiaux,12
lucenoi,Lucenoi,7
lugnisoi,Lugnisoi,8
maconnai,Mâconnai,8
maillerot,Maillerot,9
maltadien,Maltadien,9
manceen,Mancéen,7
marcignot,Marcignot,9
marcilleen,Marcilléen,10
massillai,Massillai,9
issymarlyssoi,Issymarlyssoi,13
marmignaud,Marmignaud,10
marningaux,Marningaux,10
martaillon,Martaillon,10
massilloi,Massilloi,9
massien,Massien,7
matourin,Matourin,8
mazillon,Mazillon,8
melayot,Melayot,7
melleceen,Mellecéen,9
menetreuillai,Ménetreuillai,13
mercureen,Mercuréen,9
mervandiaux,Mervandiaux,11
mechiuyat,Mechiuyat,9
mesvrien,Mesvrien,8
millerouti,Millerouti,10
montai,Montai,6
montagnard,Montagnard,10
montagnon,Montagnon,9
montagnon,Montagnon,9
montbelloi,Montbelloi,10
montcellien,Montcellien,11
montcellien,Montcellien,11
monticinoi,Monticinoi,10
montchaninoi,Montchaninoi,12
conymontain,Conymontain,11
monthelonnai,Monthelonnai,12
montmelardai,Montmelardai,12
montmortoi,Montmortoi,10
montponnai,Montponnai,10
montretoi,Montretoi,9
morletain,Morletain,9
mornaysien,Mornaysien,10
morogeoi,Morogeoi,8
moustieroi,Moustiéroi,10
mussiat,Mussiat,7
nantonnai,Nantonnai,9
navilloi,Navilloi,8
neuvicoi,Neuvicoi,8
nochizoi,Nochizoi,8
ormillat,Ormillat,8
oslonnai,Oslonnai,8
uldieroi,Uldiéroi,8
oratorien,Oratorien,9
ouriat,Ouriat,6
oyeen,Oyéen,5
ozenayon,Ozenayon,8
ozolloi,Ozolloi,7
palingeoi,Palingeoi,9
palleaudin,Palleaudin,10
parodien,Parodien,8
peronnai,Péronnai,8
perrecycoi,Perrecycoi,10
perreuilloi,Perreuilloi,11
patriniacoi,Patriniacoi,11
pierroi,Pierroi,7
piarch-liouti,Piarch'liouti,13
plottai,Plottai,7
possideen,Possidéen,9
pontdubien,Pontdubien,10
polliacien,Polliacien,10
pourlantin,Pourlantin,10
preteron,Préteron,8
prisseen,Prisséen,8
pruzillaton,Pruzillaton,11
rancillat,Rancillat,9
ratenellai,Ratenellai,10
reclesnoi,Reclesnoi,9
rignyssoi,Rignyssoi,9
romanechoi,Romanéchoi,10
roseyien,Roseyien,8
rullyotin,Rullyotin,9
sagyroi,Sagyroi,7
saillenardai,Saillenardai,12
saint-agnanai,Saint-Agnanai,13
saint-albinoi,Saint-Albinoi,13
sanctamorien,Sanctamorien,12
saint-aubinoi,Saint-Aubinoi,13
saint-aubinoi,Saint-Aubinoi,13
san-berinoi,San-Bérinoi,11
saint-baudilien,Saint-Baudilien,15
bonnetoi,Bonnetoi,8
saint-cyrien,Saint-Cyrien,12
dionysien,Dionysien,9
desireen,Désiréen,8
saint-desiderien,Saint-Désidérien,16
saint-desiderien,Saint-Désidérien,16
saint-euseboi,Saint-Euséboi,13
saint-fereolien,Saint-Féréolien,15
scisseen,Scisséen,8
jouvenceau,Jouvenceau,10
san-germinoi,San-Germinoi,12
san-germinoi,San-Germinoi,12
saint-germinoi,Saint-Germinoi,14
valigervasien,Valigervasien,13
hurugeoi,Hurugeoi,8
saintignion,Saintignion,11
trezijeannoi,Trézijeannoi,12
vallijeannoi,Vallijeannoi,12
juliennoi,Juliénnoi,9
saint-laurentin,Saint-Laurentin,15
lendgarien,Lendgarien,10
leodegarien,Leodégarien,11
leodegarien,Léodégarien,11
sanldziron,Sanldziron,10
leodegarien,Léodégarien,11
saint-lupeen,Saint-Lupéen,12
san-marciaux,San-Marciaux,12
vallimedartien,Vallimédartien,14
lacimartinoi,Lacimartinoi,12
san-martinoi,San-Martinoi,12
acimontimartinoi,Acimontimartinoi,16
castelnovimauricien,Castelnovimauricien,19
couchimauricien,Couchimauricien,15
varennoi,Varennoi,8
sampiarri,Sampiarri,9
saint-privatien,Saint-Privatien,15
saint-rachoi,Saint-Rachoi,12
san-remoi,San-Rémoi,9
saint-serninoi,Saint-Serninoi,14
stophrinoi,Stophrinoi,10
sensfrinoi,Sensfrinoi,10
saint-eusebien,Saint-Eusèbien,14
valloirien,Valloirien,10
bragnyvincentai,Bragnyvincentai,15
cecilien,Cécilien,8
fidesien,Fidésien,8
saint-helenesien,Saint-Hélénésien,16
radegondoi,Radegondoi,10
sanceen,Sancéen,7
sanvignard,Sanvignard,10
senochoi,Sénochoi,8
saulai,Saulai,6
salnerien,Salnérien,9
saviangeoi,Saviangeoi,10
semuroi,Semuroi,7
senneceen,Sennecéen,9
senonai,Senonai,7
serleen,Serléen,7
simandrin,Simandrin,9
simardin,Simardin,8
solutreen,Solutréen,9
sornaysien,Sornaysien,10
sullysien,Sullysien,9
taizeen,Taizéen,7
thilloi,Thilloi,7
tintrysien,Tintrysien,10
torceen,Torcéen,7
toulonnai,Toulonnai,9
tournusien,Tournusien,10
tramayon,Tramayon,8
trivigeoi,Trivigeoi,9
chizerot,Chizerot,8
uchonnai,Uchonnai,8
uxelloi,Uxelloi,7
vareilloi,Vareilloi,9
varennoi,Varennoi,8
varnoi,Varnoi,6
varennoi,Varennoi,8
varennoi,Varennoi,8
varennoi,Varennoi,8
vaubanai,Vaubanai,8
valloisien,Valloisien,10
vendenessoi,Vendenessoi,11
vendenessoi,Vendenessoi,11
verdunoi,Verdunoi,8
vergissonnai,Vergissonnai,12
vroulon,Vroulon,7
versoi,Versoi,6
verzeen,Verzéen,7
villegaudinoi,Villegaudinoi,13
montivilleneuvien,Montivilleneuvien,17
vinzelloi,Vinzelloi,9
vireen,Viréen,6
viroi,Viroi,5
vitrier,Vitrier,7
vitrycoi,Vitryçoi,8
aigneen,Aignéen,7
allonnai,Allonnai,8
amneen,Amnéen,6
ancinnoi,Ancinnoi,8
arconneen,Arçonnéen,9
ardenaisien,Ardenaisien,11
arnageoi,Arnageoi,8
arthezeen,Arthezéen,9
asnieroi,Asniéroi,8
assebolien,Assébolien,10
asseen,Asséen,6
aubignanai,Aubignanai,10
auversoi,Auversoi,8
auversoi,Auversoi,8
avesnoi,Avesnoi,7
avesseen,Avesséen,8
avezeen,Avezéen,7
avoisien,Avoisien,8
ballonnai,Ballonnai,9
bazougeoi,Bazougeoi,9
belfaidien,Belfaidien,10
belmontai,Belmontai,9
beaumontai,Beaumontai,10
belmontai,Belmontai,9
beilleen,Beilléen,8
berfaysien,Berfaysien,10
bernoi,Bernoi,6
berusien,Bérusien,8
besseen,Besséen,7
bethuneen,Béthunéen,9
blevoi,Blévoi,6
boesseen,Boësséen,8
bonnetablien,Bonnétablien,12
bouerien,Bouërien,8
bilurien,Bilurien,8
regis-borgien,Régis-Borgien,13
bousseron,Bousseron,9
brennoi,Brennoi,7
brettoi,Brettoi,7
briosnai,Briosnai,8
brulonnai,Brûlonnai,9
ceranais-foulletourtoi,Céranais-Foulletourtoi,22
chahaignaux,Chahaignaux,11
challoi,Challoi,7
champagneen,Champagnéen,11
champflorain,Champflorain,12
champronai,Champronai,10
changeen,Changéen,8
chantenaysien,Chantenaysien,13
coquin,Coquin,6
castelorien,Castélorien,11
castelien,Castelien,9
calidofournien,Calidofournien,14
chemireen,Chemiréen,9
chemireen,Chemiréen,9
cheneysien,Cheneysien,10
catonicien,Catonicien,10
cheranceen,Chérancéen,10
cherreen,Cherréen,8
cherreausien,Cherreausien,12
chevilleen,Chevilléen,10
clermontoi,Clermontoi,10
cogneroi,Cogneroi,8
commerveillai,Commerveillai,13
conflanai,Conflanai,9
congeen,Congéen,7
conlinoi,Conlinoi,8
connerreen,Connerréen,10
contillai,Contillai,9
cormeen,Corméen,7
coudrecelestin,Coudrecelestin,14
coulainai,Coulainai,9
coulanai,Coulanai,8
colombeen,Colombéen,9
coulongeoi,Coulongeoi,10
courcebœusien,Courcebœusien,13
courcellai,Courcellai,10
courcemontai,Courcemontai,12
courcivaloi,Courcivaloi,11
courdemanchoi,Courdemanchoi,13
courgannai,Courgannai,10
cosnellien,Cosnellien,10
courtilleen,Courtilléen,11
crannai,Crannai,7
creacier,Créacier,8
criseen,Criséen,7
crosmieroi,Crosmièroi,10
curoi,Curoi,5
dangeuloi,Dangeuloi,9
degreen,Degréen,7
dehaultai,Dehaultai,9
dissayeen,Dissayéen,9
disseen,Disséen,7
disseen,Disséen,7
dollonnai,Dollonnai,9
domfrontai,Domfrontai,10
doucelloi,Doucelloi,9
dunoi,Dunoi,5
dureilloi,Dureilloi,9
ecommeen,Ecomméen,8
ecorpinoi,Ecorpinoi,9
spineen,Spinéen,7
etivaloi,Etivaloi,8
evailleenn,Evailléenn,10
fatinoi,Fatinoi,7
fayard,Fayard,6
fercein,Fercéin,7
filleen,Filléen,7
fleen,Fléen,5
fontenaysien,Fontenaysien,12
fresnoi,Fresnoi,7
flacumeen,Flacuméen,9
gesnoi,Gesnoi,6
grandchampoi,Grandchampoi,12
grezoi,Grézoi,6
guecelardai,Guécélardai,11
jauzeen,Jauzéen,7
jouesien,Jouesien,8
joyeux,Joyeux,6
juigneen,Juignéen,8
juilleen,Juilléen,8
jupillai,Jupillai,8
bazogien,Bazogien,8
bosseen,Bosséen,7
brueroi,Bruéroi,7
chapelloi,Chapelloi,9
chapelloi,Chapelloi,9
chapelloi,Chapelloi,9
gaugainai,Gaugainai,9
capellhuonnai,Capellhuonnai,13
capellaubinoi,Capellaubinoi,13
capellofrayen,Capellofrayen,13
capelloremyen,Capelloremyen,13
chartrain,Chartrain,9
fertoi,Fertoi,6
flechoi,Fléchoi,7
fontainoi,Fontainoi,9
fresnayon,Fresnayon,9
guierchoi,Guierchoi,9
milessoi,Milessoi,8
quintoi,Quintoi,7
suzerain,Suzerain,8
laigneen,Laignéen,8
lamnaysien,Lamnaysien,10
lavardinoi,Lavardinoi,10
lavareen,Lavaréen,8
lavenaysien,Lavenaysien,11
lavernai,Lavernai,8
bailleuloi,Bailleuloi,10
breilloi,Breilloi,8
chevinoi,Chevinoi,8
luceen,Lucéen,6
grezoi,Grézoi,6
luartai,Luartai,7
ludoi,Ludoi,5
manceau,Manceau,7
tronchetoi,Tronchetoi,10
aulnoi,Aulnoi,6
meen,Méen,4
lhommoi,Lhommoi,7
ligronnai,Ligronnai,9
livetain,Livetain,8
lombronnai,Lombronnai,10
louaillain,Louaillain,10
louesien,Louésien,8
louplandai,Louplandai,10
louvinoi,Louvinoi,8
luceen,Lucéen,6
luceen,Lucéen,6
luchoi,Luchoi,6
maignenoi,Maignénoi,9
maisoncelloi,Maisoncelloi,12
malicornai,Malicornai,10
mamertin,Mamertin,8
mansigneen,Mansignéen,10
marconnai,Marçonnai,9
mareillain,Mareillain,10
mareillai,Mareillai,9
marescheen,Mareschéen,10
marigeen,Marigéen,8
marollai,Marollai,8
marollai,Marollai,8
marollettin,Marollettin,11
mayetai,Mayetai,7
melleraysien,Melleraysien,12
meurceen,Meurcéen,8
mezereen,Mézeréen,8
mezieroi,Mézièroi,8
macerien,Macérien,8
moitronnai,Moitronnai,10
monceen,Moncéen,7
monceen,Moncéen,7
monthelodien,Monthélodien,12
mont-saint-jeannai,Mont-Saint-Jeannai,18
montabonai,Montabonai,10
aillemontain,Aillemontain,12
montbizotin,Montbizotin,11
montgenoi,Montgénoi,9
montmiraillai,Montmiraillai,13
montreuillai,Montreuillai,12
montreuilloi,Montreuilloi,12
moulinoi,Moulinoi,8
mulsannai,Mulsannai,9
neufchatelloi,Neufchâtelloi,13
neuvilloi,Neuvilloi,9
neuvillettoi,Neuvillettoi,12
novicien,Novicien,8
nogentai,Nogentai,8
nogentai,Nogentai,8
pepeen,Pépéen,6
nouantai,Nouantai,8
noyennai,Noyennai,8
jalaisien,Jalaisien,9
oxelloi,Oxelloi,7
oizeen,Oizéen,6
parceen,Parcéen,7
parennai,Parennai,8
parigneen,Parignéen,9
parigneen,Parignéen,9
pereen,Peréen,6
pezeen,Pezéen,6
piaceen,Piacéen,7
pinceen,Pincéen,7
pirmilien,Pirmilien,9
poilleen,Poilléen,8
ponceen,Poncéen,7
vallipontain,Vallipontain,12
precigneen,Précignéen,10
prevaloi,Prévaloi,8
prevelloi,Prévelloi,9
pruilleen,Pruilléen,9
pruilleen,Pruilléen,9
rahaysien,Rahaysien,9
reneen,Renéen,6
requeilloi,Requeilloi,10
roezeen,Roëzéen,7
rousseen,Rousséen,8
rouesseen,Rouesséen,9
rouezien,Rouézien,8
rouillonnai,Rouillonnai,11
coqueroupeen,Coqueroupéen,12
ruaudinoi,Ruaudinoi,9
ruilleen,Ruilléen,8
ruillacoi,Ruillacoi,9
sabolien,Sabolien,8
saint-aignanai,Saint-Aignanai,14
saint-aubinoi,Saint-Aubinoi,13
saint-aubinoi,Saint-Aubinoi,13
biezoi,Biézoi,6
calaisien,Calaisien,9
calezien,Calézien,8
geroi,Géroi,5
saint-christophorai,Saint-Christophorai,19
saint-christophien,Saint-Christophien,18
cornelien,Cornélien,9
cosmeen,Cosméen,7
dionysien,Dionysien,9
dionysien,Dionysien,9
boisgeorgien,Boisgeorgien,12
rosayien,Rosayien,8
saint-georgien,Saint-Georgien,14
arceen,Arcéen,6
saint-germinoi,Saint-Germinoi,14
gervaisien,Gervaisien,10
gervaisien,Gervaisien,10
saint-hilairien,Saint-Hilairien,15
asseen,Asséen,6
mottai,Mottai,6
echelloi,Echelloi,8
jamboisien,Jamboisien,10
saint-leonardai,Saint-Léonardai,15
longonien,Longonien,9
saint-maixentai,Saint-Maixentai,15
marcelin,Marcelin,8
saint-martien,Saint-Martien,13
loquenaysien,Loquenaysien,12
brieroi,Brieroi,7
medardoi,Médardoi,8
martinoi,Martinoi,8
chavaignai,Chavaignai,10
audonien,Audonien,8
audonien,Audonien,8
audonien,Audonien,8
saint-paternai,Saint-Paternai,14
saint-pauloi,Saint-Pauloi,12
palvineen,Palvinéen,9
