rewrite,gentile_h_ville_impr1,gentile_h_ville_impr2,nomcaractère
aspachois,Aspachois,,9
bas-aspachois,Bas-Aspachois,
aspachois,Aspachois,,9
attenschwillerois,Attenschwillerois,,17
auburien,Auburien,,8
baldersheimois,Baldersheimois,,14
balgauvien,Balgauvien,,10
badricourtois,Badricourtois,,13
balschwillerois,Balschwillerois,,15
baltzenheimois,Baltzenheimois,,14
bantzenheimois,Bantzenheimois,,14
bartenheimois,Bartenheimois,,13
battenheimois,Battenheimois,,13
beblenheimois,Beblenheimois,,13
barovillarois,Barovillarois,,13
bennwihrien,Bennwihrien,,11
berentzwillerois,Berentzwillerois,,16
bergheimois,Bergheimois,,11
bergholtzois,Bergholtzois,,12
bernwillerois,Bernwillerois,,13
berrwillerois,Berrwillerois,,13
bettendorfois,Bettendorfois,,13
bettlachois,Bettlachois,,11
biesheimois,Biesheimois,,11
biltzheimois,Biltzheimois,,12
bischwihrois,Bischwihrois,,12
biselois,Biselois,,8
bitschwillerois,Bitschwillerois,,15
blodelsheimois,Blodelsheimois,,14
blotzheimois,Blotzheimois,,12
bollwillerois,Bollwillerois,,13
bas-bourbachois,Bas-Bourbachois,
haut-bourbachois,Haut-Bourbachois,
breitenbachois,Breitenbachois,,14
brinckheimois,Brinckheimois,,13
bruebachois,Bruebachois,,11
brunstattois,Brunstattois,,12
buhlois,Buhlois,,7
burnhauptois,Burnhauptois,,12
burnhauptois,Burnhauptois,,12
buschwillerois,Buschwillerois,,14
carspachois,Carspachois,,11
cerneen,Cernéen,,7
chalampeen,Chalampéen,,10
colmarien,Colmarien,,9
dannemarien,Dannemarien,,11
dessenheimois,Dessenheimois,,13
didenheimois,Didenheimois,,12
dietwillerois,Dietwillerois,,13
dollerois,Dollerois,,9
durlinsdorfois,Durlinsdorfois,,14
durmenachois,Durmenachois,,12
durrenentzenien,Durrenentzenien,,15
eguisheimois,Eguisheimois,,12
elbachois,Elbachois,,9
ensisheimois,Ensisheimois,,12
eschentzwillerois,Eschentzwillerois,,17
eteimbois,Eteimbois,,9
feldbachois,Feldbachois,,11
feldkirchois,Feldkirchois,,12
felleringeois,Felleringeois,,13
ferrettois,Ferrettois,,10
fessenheimois,Fessenheimois,,13
flaxlandien,Flaxlandien,,11
folgensbourgeois,Folgensbourgeois,,16
fortschwihrien,Fortschwihrien,,14
frelandais,Frélandais,,10
froeningois,Froeningois,,11
galfinguois,Galfinguois,,11
geishousois,Geishousois,,11
geispitzenois,Geispitzenois,,13
goldbachoises-et-altenbachois,"Goldbachois et Altenbachois",
griesbachois,Griesbachois,,12
grussenheimois,Grussenheimois,,14
gueberschwihrois,Gueberschwihrois,,16
guebwillerois,Guebwillerois,,13
guewenheimois,Guewenheimois,,13
gundolsheimois,Gundolsheimois,,14
gunsbachois,Gunsbachois,,11
habsheimois,Habsheimois,,11
hagenthalois,Hagenthalois,,12
hagenthalois,Hagenthalois,,12
hattstattois,Hattstattois,,12
heckois,Heckois,,7
hegenheimois,Hégenheimois,,12
heidwillerois,Heidwillerois,,13
heimersdorfois,Heimersdorfois,,14
heimsbrunnois,Heimsbrunnois,,13
helfrantzkirchois,Helfrantzkirchois,,17
hesinguois,Hésinguois,,10
hirsinguois,Hirsinguois,,11
hirtzbachois,Hirtzbachois,,12
hirtzfeldois,Hirtzfeldois,,12
hochstattois,Hochstattois,,12
holtzwihrien,Holtzwihrien,,12
hombourgeois,Hombourgeois,,12
horbourgeois,Horbourgeois,,12
houssenois,Houssenois,,10
hunawihrien,Hunawihrien,,11
huninguois,Huninguois,,10
husserenois,Husserenois,,11
husserenois,Husserenois,,11
illfurthois,Illfurthois,,11
illzachois,Illzachois,,10
ingersheimois,Ingersheimois,,13
issenheimois,Issenheimois,,12
jebsheimois,Jebsheimois,,11
kappelenois,Kappelenois,,11
katzenthalien,Katzenthalien,,13
kaysersbergeois,Kaysersbergeois,,15
kembsois,Kembsois,,8
kientzheimois,Kientzheimois,,13
kingersheimois,Kingersheimois,,14
kirchbergeois,Kirchbergeois,,13
knoeringuois,Knoeringuois,,12
koestlachois,Koestlachois,,12
koetzinguois,Koetzinguois,,12
kruthois,Kruthois,,8
kunheimois,Kunheimois,,10
barochais,Barochais,,9
lapoutroyen,Lapoutroyens,,11
lautenbachois,Lautenbachois,,13
lauwois,Lauwois,,7
bonhommien,Bonhommien,,10
leimbachois,Leimbachois,,11
levoncourtois,Levoncourtois,,13
leymenois,Leymenois,,9
liebenswillerois,Liebenswillerois,,16
liepvrois,Lièpvrois,,9
ligsdorfois,Ligsdorfois,,11
logelheimois,Logelheimois,,12
luemschwillerois,Luemschwillerois,,16
luttenbachois,Luttenbachois,,13
lutterbachois,Lutterbachois,,13
magstattois,Magstattois,,11
malmerspachois,Malmerspachois,,14
masopolitain,Masopolitain,,12
merxheimois,Merxheimois,,11
metzeralois,Metzeralois,,11
meyenheimois,Meyenheimois,,12
michelbachois,Michelbachois,,13
michelbachois,Michelbachois,,13
mittelwihrien,Mittelwihrien,,13
mitzachois,Mitzachois,,10
moernachois,Moernachois,,11
mollauvien,Mollauvien,,10
mooschois,Mooschois,,9
mooslarguais,Mooslarguais,,12
morschwillerois,Morschwillerois,,15
mortzwillerois,Mortzwillerois,,14
muespachois,Muespachois,,11
mulhousien,Mulhousien,,10
munchhousien,Munchhousien,,12
munsterien,Munstérien,,10
muntzenheimois,Muntzenheimois,,14
nambsheimois,Nambsheimois,,12
neo-brisacien,Néo-Brisacien,
neuwillerois,Neuwillerois,,12
niederbruckois,Niederbruckois,,14
niederhergheimois,Niederhergheimois,,17
morvilois,Morvilois,,9
oberbruckois,Oberbruckois,,12
oberdorfois,Oberdorfois,,11
oberhergheimois,Oberhergheimois,,15
obersaasheimois,Obersaasheimois,,15
oderinois,Oderinois,,9
orbelais,Orbelais,,8
orschwihrois,Orschwihrois,,12
osenbachois,Osenbachois,,11
ostheimois,Ostheimois,,10
ottmarsheimois,Ottmarsheimois,,14
pfaffenheimois,Pfaffenheimois,,14
pfastattois,Pfastattois,,11
pfetterhousien,Pfetterhousien,,14
pulversheimois,Pulversheimois,,14
raedersdorfois,Raedersdorfois,,14
raedersheimois,Raedersheimois,,14
rammersmattois,Rammersmattois,,14
ranspachois,Ranspachois,,11
ranspachois,Ranspachois,,11
ranspachois,Ranspachois,,11
rantzwillerois,Rantzwillerois,,14
reguisheimois,Réguisheimois,,13
reininguois,Reininguois,,11
retzwillerois,Retzwillerois,,13
ribeauvillois,Ribeauvillois,,13
richwillerois,Richwillerois,,13
riedisheimois,Riedisheimois,,13
riedwihrien,Riedwihrien,,11
riespachois,Riespachois,,11
rimbachois,Rimbachois,,10
riquewihrien,Riquewihrien,,12
rixheimois,Rixheimois,,10
roderenois,Roderenois,,10
rodernois,Rodernois,,9
roggenhousien,Roggenhousien,,13
rombachois,Rombachois,,10
rorschwihrois,Rorschwihrois,,13
rosenauvien,Rosenauvien,,11
rouffachois,Rouffachois,,11
ruelisheimois,Ruelisheimois,,13
rumersheimois,Rumersheimois,,13
rustenhartois,Rustenhartois,,13
saint-amarinois,Saint-Amarinois,
saint-hippolytain,Saint-Hippolytain,
ludovicien,Ludovicien,,10
caint-creuzien,Caint-Creuzien,
saint-crucien,Saint-Crucien,
saint-marien,Saint-Marien,
sausheimois,Sausheimois,,11
schlierbachois,Schlierbachois,,14
schweighousois,Schweighousois,,14
sentheimois,Sentheimois,,11
bas-seppoisien,Bas-Seppoisien,
seppoisien,Seppoisien,,10
sewenois,Sewenois,,8
sickertois,Sickertois,,10
sierentzois,Sierentzois,,11
sigolsheimois,Sigolsheimois,,13
bas-soppois,Bas-Soppois,
haut-soppois,Haut-Soppois,
soultzien,Soultzien,,9
soultzerinois,Soultzerinois,,13
soultzmattois,Soultzmattois,,13
spechbachois,Spechbachois,,12
spechbachois,Spechbachois,,12
staffelfeldenois,Staffelfeldenois,,16
steinbachois,Steinbachois,,12
steinbrunnois,Steinbrunnois,,13
steinsoultzois,Steinsoultzois,,14
sundhoffien,Sundhoffien,,11
tagolsheimois,Tagolsheimois,,13
tagsdorfois,Tagsdorfois,,11
thannois,Thannois,,8
traubachois,Traubachois,,11
traubachois,Traubachois,,11
turckheimois,Turckheimois,,12
uffheimois,Uffheimois,,10
uffholtzois,Uffholtzois,,11
ungersheimois,Ungersheimois,,13
urschenheimois,Urschenheimois,,14
vieux-thannois,Vieux-Thannois,
villageneuvois,Villageneuvois,,14
vogelgrunois,Vogelgrunois,,12
volgelsheimois,Volgelsheimois,,14
wahlbachois,Wahlbachois,,11
walbachois,Walbachois,,10
walheimois,Walheimois,,10
waltenheimois,Waltenheimois,,13
wasserbourgeois,Wasserbourgeois,,15
wattwillerois,Wattwillerois,,13
wegscheidois,Wegscheidois,,12
wentzwillerois,Wentzwillerois,,14
westhaltenois,Westhaltenois,,13
wettolsheimois,Wettolsheimois,,14
wickerschwihrien,Wickerschwihrien,,16
widensolien,Widensolien,,11
wihrien,Wihrien,,7
wildensteinois,Wildensteinois,,14
willerois,Willérois,,9
winkelois,Winkelois,,9
wintzenheimois,Wintzenheimois,,14
wittelsheimois,Wittelsheimois,,14
wittenheimois,Wittenheimois,,13
wittersdorfois,Wittersdorfois,,14
wuenheimois,Wuenheimois,,11
zaessinguois,Zaessinguois,,12
zellenbergeois,Zellenbergeois,,14
zillisheimois,Zillisheimois,,13
zimmersheimois,Zimmersheimois,,14
affousien,Affousien,,9
aiguepersiron,Aiguepersiron,,13
albignolais,Albignolais,,11
alixois,Alixois,,7
ambarrois,Ambarrois,,9
amplepuisien,Amplepuisien,,12
ampuisais,Ampuisais,,9
anceen,Ancéen,,6
ansois,Ansois,,6
arnassien,Arnassien,,9
aveizois,Aveizois,,8
avenaudin,Avenaudin,,9
azoletton,Azoletton,,9
bagnolais,Bagnolais,,9
beaujolais,Beaujolais,,10
bellevillois,Bellevillois,,12
belmontois,Belmontois,,10
bessenois,Bessenois,,9
biboland,Bibolands,,8
blaceen,Blacéen,,7
brignairot,Brignairot,,10
brindasien,Brindasien,,10
brondillant,Brondillants,,11
brulliolois,Brulliolois,,11
brussieurois,Brussieurois,,12
bullylois,Bullylois,,9
cailloutain,Cailloutain,,11
caluirard,Caluirard,,9
cenvard,Cenvard,,7
cerciaton,Cerciaton,,9
chambostien,Chambostien,,11
chambostien,Chambostien,,11
chamelois,Chamelois,,9
champenois,Champenois,,10
chaponnaysard,Chaponnaysard,,13
chaponois,Chaponois,,9
charbonnois,Charbonnois,,11
charentois,Charentois,,10
charlyrot,Charlyrot,,9
charnaysien,Charnaysien,,11
chassagnerot,Chassagnerot,,12
chasselois,Chasselois,,10
chasseland,Chasselands,,10
chatillonnais,Châtillonnais,,13
chaussanais,Chaussanais,,11
chazeen,Chazéen,,7
chenaillon,Chénaillon,,10
cheneletton,Cheneletton,,11
cassissien,Cassissien,,10
chevinois,Chevinois,,9
chiroublon,Chiroublon,,10
severien,Sévérien,,8
claveisollien,Claveisollien,,13
cognysard,Cognysard,,9
coisataire,Coisataires,,10
collongeard,Collongeard,,11
colombard,Colombard,,9
communaysard,Communaysard,,12
condriot,Condriot,,8
corbasien,Corbasien,,9
corcellois,Corcellois,,10
coursiaud,Coursiaud,,9
courzerois,Courzerois,,10
couzonnais,Couzonnais,,10
craponnois,Craponnois,,10
cublizard,Cublizard,,9
curissois,Curissois,,9
dardillois,Dardillois,,10
dareizien,Dareizien,,9
decinois,Décinois,,8
denicois,Deniçois,,8
diemois,Dièmois,,7
dommartinois,Dommartinois,,12
draceen,Dracéen,,7
duernois,Duernois,,8
chalaron,Chalaron,,8
ecullois,Ecullois,,8
emeringeon,Emeringeon,,10
eveusien,Eveusien,,8
feyzinois,Feyzinois,,9
fleuriaton,Fleuriaton,,10
fleurentin,Fleurentin,,10
fleurinois,Fleurinois,,10
saint-martinois,Saint-Martinois,
fontainois,Fontainois,,10
franchevillois,Franchevillois,,14
frontenassien,Frontenassien,,13
genassien,Genassien,,9
ganathain,Ganathain,,9
givordin,Givordin,,8
gleizeen,Gleizéen,,8
grandrisien,Grandrisien,,11
grezirot,Grézirot,,8
grezollaire,Grézollaires,,11
grignerot,Grignerot,,9
taravouerien,Taravouérien,,12
irignois,Irignois,,8
jarnoussien,Jarnoussien,,11
jonageois,Jonageois,,9
jonsois,Jonsois,,7
jouxien,Jouxien,,7
julienaton,Juliénaton,,10
julliaton,Julliaton,,9
arbreslois,Arbreslois,,10
chapelaire,Chapelaires,,10
mulatin,Mulatin,,7
tourellois,Tourellois,,10
lacenien,Lacénien,,8
arlequin,Arlequin,,8
lamurien,Lamurien,,8
lanceron,Lanceron,,8
lantignaton,Lantignaton,,11
jarsaire,Jarsaires,,8
buisantin,Buisantin,,9
breuglien,Breuglien,,9
perreonnais,Perréonnais,,11
elginois,Elginois,,8
lentillois,Lentillois,,10
ardillaton,Ardillaton,,10
cherois,Chérois,,7
hayard,Hayard,,6
hallois,Hallois,,7
olmois,Olmois,,6
sauvageon,Sauvageon,,9
letrasien,Letrasien,,9
lierguois,Lierguois,,9
limassien,Limassien,,9
limonois,Limonois,,8
lissilois,Lissilois,,9
loirard,Loirard,,7
longeard,Longeard,,8
bedouin,Bédouin,,7
lozannais,Lozannais,,9
lucenois,Lucenois,,8
lyonnais,Lyonnais,,8
grobi,Grobis,,5
marcillois,Marcillois,,10
marcillansois,Marcillansois,,13
marcyllois,Marcyllois,,10
marennois,Marennois,,9
meldois,Meldois,,7
messimois,Messimois,,9
meysard,Meysard,,7
majolan,Majolan,,7
millerot,Millerot,,8
mioland,Miolands,,7
moireen,Moiréen,,7
monsourdi,Monsourdis,,9
montagnerot,Montagnerot,,11
montanois,Montanois,,9
montmelassien,Montmelassien,,13
montromanais,Montromanais,,12
montrottois,Montrottois,,11
moranceen,Morancéen,,9
mornantais,Mornantais,,10
neuvillois,Neuvillois,,10
odenassien,Odenassien,,10
iconien,Iconien,,7
orlienasien,Orliénasien,,11
oullinois,Oullinois,,9
ourouti,Ouroutis,,7
pierre-benitain,Pierre-Bénitain,
poleymoriot,Poleymoriot,,11
pollionnois,Pollionnois,,11
pomeyere,Pomeyères,,8
gnoc,Gnocs,,4
pontrambouzien,Pontrambouzien,,14
ponturdinois,Ponturdinois,,12
polien,Polien,,6
poulon,Poulon,,6
propiron,Propiron,,8
pusignanais,Pusignanais,,11
quinciaton,Quinciaton,,10
quincerot,Quincerot,,9
ranchalais,Ranchalais,,10
duregnaton,Durégnaton,,10
rilliard,Rilliard,,8
rampognaud,Rampognaud,,10
rivolien,Rivolien,,8
rochetaillard,Rochetaillard,,13
ronni,Ronnis,,5
rontalonnais,Rontalonnais,,12
sain-belois,Sain-Belois,
andeolais,Andéolais,,9
saint-andreen,Saint-Andréen,
saint-appolinairien,Saint-Appolinairien,
murois,Murois,,6
saint-bonneti,Saint-Bonnetis,
saint-bonnin,Saint-Bonnin,
saint-cretulon,Saint-Crétulon,
saint-clementois,Saint-Clémentois,
saint-clementais,Saint-Clémentais,
saint-clementois,Saint-Clémentois,
saint-cyrot,Saint-Cyrôts,
saint-cyrien,Saint-Cyrien,
saint-cyrien,Saint-Cyrien,
desiderien,Désidérien,,10
saint-desirien,Saint-Désirien,
saint-didiaton,Saint-Didiaton,
stephanois,Stéphanois,,10
stephanois,Stéphanois,,10
saint-foniard,Saint-Foniard,
beureillon,Beureillon,,10
saint-genois,Saint-Genois,
saint-genois,Saint-Genois,
saint-genois,Saint-Genois,
reneimois,Reneimois,,9
saint-germinois,Saint-Germinois,
saint-germinois,Saint-Germinois,
saint-ignon,Saint-Ignon,
saint-jacquin,Saint-Jacquin,
saint-jean-d-ardierois,Saint-Jean-d'Ardièrois,
saint-jeannaire,Saint-Jeannaires,
bussierois,Bussiérois,,10
julienois,Julienois,,9
saint-juliennois,Saint-Juliennois,
chouette,Chouette,,8
saint-lageois,Saint-Lageois,
laurendagnien,Laurendagnien,,13
saint-laurentais,Saint-Laurentais,
saint-laurentais,Saint-Laurentais,
laurentinois,Laurentinois,,12
saint-loupien,Saint-Loupien,
saint-marron,Saint-Marron,
saint-marcellois,Saint-Marcellois,
saint-martinois,Saint-Martinois,
saint-mauricien,Saint-Mauricien,
saint-niziard,Saint-Niziard,
saint-pierrard,Saint-Pierrard,
saint-pierrois,Saint-Pierrois,
san-priod,San-Priods,
saromagnot,Saromagnot,,10
saint-rominois,Saint-Rominois,
romanere,Romanères,,8
saint-romanais,Saint-Romanais,
saint-sorlinois,Saint-Sorlinois,
ozonnais,Ozonnais,,8
pelaud,Pelaud,,6
veranais,Véranais,,8
saint-vincentais,Saint-Vincentais,
colombin,Colombin,,8
saint-consorcois,Saint-Consorçois,
fidesien,Fidésien,,8
fidesien,Fidésien,,8
saint-paulien,Saint-Paulien,
sallesiennes-arbuissonnassi,Sallésiennes-Arbuissonnassi,
sarceyrois,Sarceyrois,,10
sathonard,Sathonard,,9
sathonard,Sathonard,,9
savignois,Savignois,,9
serezinois,Sérézinois,,10
simandrouille,Simandrouilles,,13
solaizard,Solaizard,,9
jarrezien,Jarrezien,,9
sourcieurois,Sourcieurois,,12
manien,Manien,,6
talusien,Talusien,,8
taponassien,Taponassien,,11
tararien,Tararien,,8
tassilunois,Tassilunois,,11
ternandais,Ternandais,,10
ternaysard,Ternaysard,,10
theizerot,Theizerot,,9
thelois,Thelois,,7
thizerot,Thizerot,,8
thurinois,Thurinois,,9
toussillard,Toussillard,,11
tradiron,Tradiron,,8
trivien,Trivien,,7
tupiniers-semonier,Tupiniers-Semoniers,
valsonnais,Valsonnais,,10
valnegrien,Valnégrien,,10
vaudais,Vaudais,,7
vauxois,Vauxois,,7
varnaudi,Varnaudis,,8
venissian,Vénissian,,9
vernaisonnais,Vernaisonnais,,13
vernayon,Vernayon,,8
villesien,Villésien,,9
milotien,Milotien,,8
caladois,Caladois,,8
villeurbannais,Villeurbannais,,14
villiaton,Villiaton,,9
vourlois,Vourlois,,8
yzeronnais,Yzeronnais,,10
abelcourtois,Abelcourtois,,12
aboncourtois,Aboncourtois,,12
achayot,Achayot,,7
adelanais,Adelanais,,9
aillevanais,Aillevanais,,11
aillevillerois,Aillevillerois,,14
ainvellois,Ainvellois,,10
alaincourtois,Alaincourtois,,13
amageois,Amageois,,8
amancois,Amançois,,8
ambeuvlais,Ambeuvlais,,10
ambellipontain,Ambellipontain,,14
amoncourtois,Amoncourtois,,12
ancierois,Ancierois,,9
andelarrois,Andelarrois,,11
andornois,Andornois,,9
apremontois,Apremontois,,11
arbeceen,Arbecéen,,8
arcois,Arcois,,6
catalan,Catalan,,7
athesannais,Athesannais,,11
alterien,Altérien,,8
augicourtois,Augicourtois,,12
autetois,Autetois,,8
autroillais,Autroillais,,11
autrezien,Autrezien,,9
attuarien,Attuarien,,9
auxonnois,Auxonnois,,9
vrignoulaises-viroulais,Vrignoulais-Viroulais,
baignois,Baignois,,8
barois,Barois,,6
bargeois,Bargeois,,8
bassineen,Bassinéen,,9
baulaisien,Baulaisien,,10
balle,Ballés,,5
beaumottois,Beaumottois,,11
beaumottais,Beaumottais,,11
belfahot,Belfahot,,8
blanchenet,Blanchenets,,10
sairret,Sairrets,,7
besnanais,Besnanais,,9
betaucourtois,Betaucourtois,,13
betoncourtois,Betoncourtois,,13
betoncourtois,Betoncourtois,,13
beulottais,Beulottais,,10
blondifontain,Blondifontain,,13
bonboillonnais,Bonboillonnais,,14
bonneventais,Bonneventais,,12
boreen,Boréen,,6
bougnonnais,Bougnonnais,,11
bouhannais,Bouhannais,,10
boultois,Boultois,,8
bourbevellois,Bourbévellois,,13
bousseraucourtois,Bousseraucourtois,,17
brecinquois,Brecinquois,,11
breuchin,Breuchin,,8
breuchottois,Breuchottois,,12
bruerois,Bruérois,,8
briaucourtois,Briaucourtois,,13
brottais,Brottais,,8
brusseen,Brusséen,,8
buceen,Bucéen,,6
buceen,Bucéen,,6
buffignecourtois,Buffignécourtois,,16
bussierois,Bussièrois,,10
cenanais,Cenanais,,8
chageen,Chagéen,,7
chalonvillais,Chalonvillais,,13
chambornalais,Chambornalais,,13
champagnerot,Champagnerot,,12
chanitois,Chanitois,,9
champvannais,Champvannais,,12
charcennais,Charcennais,,11
chargeois,Chargeois,,9
cardien,Cardien,,7
chariezien,Chariézien,,10
charmoillais,Charmoillais,,12
chasseyen,Chasseyens,,9
chasseen,Chasséen,,8
chavirois,Chavirois,,9
chauvreillot,Chauvreillot,,12
chavannier,Chavanniers,,10
chenaillot,Chenaillot,,10
choyen,Choyens,,6
couchicot,Couchicot,,9
citersien,Citersien,,9
citeyen,Citeyens,,7
clairegouttois,Clairegouttois,,14
clanais,Clanais,,7
cognierois,Cognièrois,,10
colombois,Colombois,,9
colombier,Colombiers,,9
colombottain,Colombottain,,12
comberjonnais,Comberjonnais,,13
conflanais,Conflanais,,10
confracourtois,Confracourtois,,14
corbinusien,Corbinusien,,11
cornotais,Cornotais,,9
correvrot,Corrévrot,,9
correen,Corréen,,7
coulevonais,Coulevonais,,11
courchatonnais,Courchatonnais,,14
couthenanais,Couthenanais,,12
cromarien,Cromarien,,9
cupreen,Cupréen,,7
cultois,Cultois,,7
cuvois,Cuvois,,6
dambeneux,Dambeneux,,9
dampierrois,Dampierrois,,11
dampierrois,Dampierrois,,11
dampierrois,Dampierrois,,11
delinois,Delinois,,8
demangevellois,Demangevellois,,14
echavannais,Echavannais,,11
echenanais,Echenanais,,10
melinois,Mélinois,,8
ecromagnon,Ecromagnon,,10
errevetois,Errevetois,,10
mourerot,Mourérot,,8
esmoulinois,Esmoulinois,,11
etrellien,Etrellien,,9
etuzien,Etuzien,,7
fallonais,Fallonais,,9
falconien,Falconien,,9
faverneen,Favernéen,,9
faymontais,Faymontais,,10
fedrizien,Fédrizien,,9
ferrierois,Ferrièrois,,10
filanois,Filanois,,8
flagylois,Flagylois,,9
fleureen,Fleuréen,,8
fleuricourtois,Fleuricourtois,,14
romanifontain,Romanifontain,,13
fontenoisien,Fontenoisien,,12
fouchecourtois,Fouchecourtois,,14
fougerollais,Fougerollais,,12
frahioulot,Frahioulot,,10
framontois,Framontois,,10
franchevolle,Franchevollés,,12
francourtois,Francourtois,,12
frasnois,Frasnois,,8
fresnois,Fresnois,,8
fressais,Fressais,,8
fretin,Fretin,,6
froideconchois,Froideconchois,,14
froideterrien,Froideterrien,,13
froteen,Frotéen,,7
genevrulle,Génevrulles,,10
georfanais,Georfanais,,10
biquet,Biquets,,6
gourgeonnais,Gourgeonnais,,12
grammontais,Grammontais,,11
grandecourtois,Grandecourtois,,14
grandvellois,Grandvellois,,12
graterylois,Graterylois,,11
graylois,Graylois,,8
gray-la-villois,Gray-la-Villois,
gylois,Gylois,,6
haut-du-themois-chaitelot,Haut-du-Themois-Chaitelot,
hericourtois,Héricourtois,,12
ignysois,Ignysois,,8
jasneen,Jasnéen,,7
jonvellois,Jonvellois,,10
jusseen,Jusséen,,7
barrien,Barrien,,7
breuillore,Breuillorés,,10
cotais,Cotais,,6
creusais,Creusais,,8
delinois,Delinois,,8
lanternier,Lanterniers,,10
longinois,Longinois,,9
malacherien,Malachérien,,11
neuvellois,Neuvellois,,10
quartais,Quartais,,8
resille,Résillés,,7
rochellois,Rochellois,,10
roserain,Roserain,,8
vaivrais,Vaivrais,,8
vanotte,Vanottés,,7
villedieusien,Villedieusien,,13
voivrais,Voivrais,,8
larianais,Larianais,,9
lavinois,Lavinois,,8
lavoncourtois,Lavoncourtois,,13
vallois,Vallois,,7
valois,Valois,,6
batissien,Bâtissien,,9
lieucourtois,Lieucourtois,,12
lievanais,Lievanais,,9
lomontois,Lomontois,,9
loulannais,Loulannais,,10
luron,Luron,,5
luxovien,Luxovien,,8
luzois,Luzois,,6
cortesien,Cortésien,,9
vernoisien,Vernoisien,,10
maizierois,Maizièrois,,10
malantais,Malantais,,9
camboillot,Camboillot,,10
mandrevlais,Mandrevlais,,11
mantochois,Mantochois,,10
marnaysien,Marnaysien,,10
melecois,Méleçois,,8
melincourtois,Melincourtois,,13
morgelot,Morgelot,,8
manaorien,Manaorien,,9
merceen,Mercéen,,7
miellinois,Miellinois,,10
mignavillerois,Mignavillerois,,14
moffanois,Moffanois,,9
mollanais,Mollanais,,9
montois,Montois,,7
montboillonais,Montboillonais,,14
montbonzonais,Montbonzonais,,13
montceen,Montcéen,,8
montessore,Montessorés,,10
montignois,Montignois,,10
montjustinois,Montjustinois,,13
nantillais,Nantillais,,10
neurein,Neuréin,,7
neuvellois,Neuvellois,,10
noidannais,Noidannais,,10
noidanais,Noidanais,,9
noironnais,Noironnais,,10
noreen,Noréen,,6
oiselayte,Oiselaytés,,9
onnaye,Onnayés,,6
oppenais,Oppenais,,8
ormenanais,Ormenanais,,10
ormoisien,Ormoisien,,9
ougeat,Ougeat,,6
ovanchois,Ovanchois,,9
orien,Orien,,5
palantin,Palantin,,8
passavantais,Passavantais,,12
echenien,Echenien,,8
perrousien,Perrousien,,10
pesmois,Pesmois,,7
pierrecourtois,Pierrecourtois,,14
piney,Pineys,,5
plancherot,Plancherot,,10
mainou,Mainou,,6
polaincourtois,Polaincourtois,,14
pomisien,Pomisien,,8
pontois,Pontois,,7
pontceen,Pontcéen,,8
portusien,Portusien,,9
poyannais,Poyannais,,9
preignolot,Preignolot,,10
pervenchois,Pervenchois,,11
bocquillon,Bocquillon,,10
puseen,Puséen,,6
quenochois,Quenochois,,10
quercois,Querçois,,8
quinceen,Quincéen,,8
raddonnais,Raddonnais,,10
raincourtois,Raincourtois,,12
ranzevellois,Ranzevellois,,12
raylois,Raylois,,7
razois,Razois,,6
marouiller,Marouillers,,10
rignovellois,Rignovellois,,12
rignolais,Rignolais,,9
riolais,Riolais,,7
rochois,Rochois,,7
ronchampois,Ronchampois,,11
bequeron,Bèqueron,,8
royoulot,Royoulot,,8
ruhannais,Ruhannais,,9
ruptien,Ruptien,,7
saint-chormelot,Saint-Chormelot,
coboyot,Coboyot,,7
ferrucien,Ferrucien,,9
germinois,Germinois,,9
lupeen,Lupéen,,6
lupeen,Lupéen,,6
saint-marcellois,Saint-Marcellois,
saint-remois,Saint-Rémois,
salvatorien,Salvatorien,,11
chanoisien,Chanoisien,,10
sauvignois,Sauvignois,,10
saingobordien,Saingobordien,,13
sceycolais,Sceycolais,,10
scieur,Scieurs,,6
secenanais,Sécenanais,,10
semmadonnais,Semmadonnais,,12
senargentais,Senargentais,,12
senoncourtois,Senoncourtois,,13
serancois,Serançois,,9
segobodien,Ségobodien,,10
soignot,Soignot,,7
sornaysien,Sornaysien,,10
tavesien,Tavésien,,8
tugnerot,Tugnerot,,8
theulerot,Theulerot,,9
thieffranois,Thiéffranois,,12
thienanais,Thienanais,,10
tinceen,Tincéen,,7
travesien,Travésien,,9
vandesien,Vandésien,,9
vaivrois,Vaivrois,,8
valesien,Valésien,,8
lorivalien,Lorivalien,,10
varognot,Varognot,,8
varsois,Varsois,,7
vauconcourtois,Vauconcourtois,,14
vauvillerois,Vauvillerois,,12
velesmois,Velesmois,,9
velettois,Velettois,,9
villacastellan,Villacastellan,,14
villacaprin,Villacaprin,,11
velleclairien,Velleclairien,,13
velfalien,Velfalien,,9
vellefreyen,Vellefreyens,,11
vellemozien,Vellemozien,,11
vellexonnais,Vellexonnais,,12
veniseen,Veniséen,,8
vesulien,Vésulien,,8
villafanais,Villafanais,,11
villargent,Villargents,,10
villefranconnais,Villefranconnais,,16
villers-boutonnois,Villers-Boutonnois,
villersexellois,Villersexellois,,15
vitreen,Vitréen,,7
voraysien,Voraysien,,9
vouhenanais,Vouhenanais,,11
vregillois,Vregillois,,10
vy-les-luron,Vy-les-Luron,
vianais,Vianais,,7
allerien,Allerien,,8
alleriotois,Allériotois,,11
aluzien,Aluzien,,7
yaude,Yaudes,,5
ameugnaquois,Ameugnaquois,,12
angluron,Angluron,,8
